CAISO 15-Minute Real-Time Locational Marginal Prices ($/megawatt) for Zones
15-minute real-time locational marginal prices for CAISO
Source: EIA collected from CAISO
UTC Timestamp (Interval Ending),Local Timestamp Pacific Time (Interval Beginning),Local Timestamp Pacific Time (Interval Ending),Local Date,Hour Number,NP-15 LMP,SP-15 LMP,ZP-26 LMP,NP-15 (Congestion),SP-15 (Congestion),ZP-26 (Congestion),NP-15 (Energy),SP-15 (Energy),ZP-26 (Energy),NP-15 (Loss),SP-15 (Loss),ZP-26 (Loss)
2020-08-04 10:00:00,2020-08-04 02:45:00,2020-08-04 03:00:00,2020-08-04,3,16.9313,16.99763,16.83605,0.0,0.0,0.0,17.00783,17.00783,17.00783,-0.07654,-0.0102,-0.17178
2020-08-04 10:15:00,2020-08-04 03:00:00,2020-08-04 03:15:00,2020-08-04,4,20.15248,20.26975,20.03925,0.0,0.0,0.0,20.2192,20.2192,20.2192,-0.06672,0.05055,-0.17995
2020-08-04 10:30:00,2020-08-04 03:15:00,2020-08-04 03:30:00,2020-08-04,4,20.22211,20.3439,20.11046,0.0,0.0,0.0,20.29925,20.29925,20.29925,-0.07714,0.04466,-0.18878
2020-08-04 10:45:00,2020-08-04 03:30:00,2020-08-04 03:45:00,2020-08-04,4,21.61513,21.56326,21.36876,0.0,0.0,0.0,21.61081,21.61081,21.61081,0.00432,-0.04754,-0.24204
2020-08-04 11:00:00,2020-08-04 03:45:00,2020-08-04 04:00:00,2020-08-04,4,19.8923,19.86245,19.6575,0.0,0.0,0.0,19.89826,19.89826,19.89826,-0.00597,-0.03582,-0.24077
2020-08-04 11:15:00,2020-08-04 04:00:00,2020-08-04 04:15:00,2020-08-04,5,21.55439,21.6735,21.42662,0.0,0.0,0.0,21.65618,21.65618,21.65618,-0.10178,0.01732,-0.22956
2020-08-04 11:30:00,2020-08-04 04:15:00,2020-08-04 04:30:00,2020-08-04,5,22.02172,22.10573,21.86918,0.0,0.0,0.0,22.10794,22.10794,22.10794,-0.08622,-0.00221,-0.23877
2020-08-04 11:45:00,2020-08-04 04:30:00,2020-08-04 04:45:00,2020-08-04,5,22.28339,22.23428,22.07804,0.0,0.0,0.0,22.32134,22.32134,22.32134,-0.03795,-0.08705,-0.2433
2020-08-04 12:00:00,2020-08-04 04:45:00,2020-08-04 05:00:00,2020-08-04,5,21.62266,21.62266,21.41029,0.0,0.0,0.0,21.67034,21.67034,21.67034,-0.04767,-0.04767,-0.26004
2020-08-04 12:15:00,2020-08-04 05:00:00,2020-08-04 05:15:00,2020-08-04,6,22.20998,22.26362,22.08035,0.0,0.0,0.0,22.35079,22.35079,22.35079,-0.14081,-0.08717,-0.27044
2020-08-04 12:30:00,2020-08-04 05:15:00,2020-08-04 05:30:00,2020-08-04,6,23.01975,22.9781,22.85776,0.0,0.0,0.0,23.14241,23.14241,23.14241,-0.12265,-0.16431,-0.28465
2020-08-04 12:45:00,2020-08-04 05:30:00,2020-08-04 05:45:00,2020-08-04,6,26.44499,26.26221,26.18804,0.0,0.0,0.0,26.49002,26.49002,26.49002,-0.04503,-0.22781,-0.30199
2020-08-04 13:00:00,2020-08-04 05:45:00,2020-08-04 06:00:00,2020-08-04,6,27.13238,26.89619,26.82289,0.0,0.0,0.0,27.14867,27.14867,27.14867,-0.01629,-0.25248,-0.32578
2020-08-04 13:15:00,2020-08-04 06:00:00,2020-08-04 06:15:00,2020-08-04,7,26.47158,26.51139,26.16905,0.0,0.0,0.0,26.53792,26.53792,26.53792,-0.06634,-0.02654,-0.36888
2020-08-04 13:30:00,2020-08-04 06:15:00,2020-08-04 06:30:00,2020-08-04,7,27.55893,27.50112,27.17903,0.0,0.0,0.0,27.52864,27.52864,27.52864,0.03028,-0.02753,-0.34961
2020-08-04 13:45:00,2020-08-04 06:30:00,2020-08-04 06:45:00,2020-08-04,7,27.63244,27.33209,27.07582,0.0,0.0,0.0,27.55529,27.55529,27.55529,0.07715,-0.2232,-0.47946
2020-08-04 14:00:00,2020-08-04 06:45:00,2020-08-04 07:00:00,2020-08-04,7,21.30425,20.87455,20.69586,0.0,0.0,0.0,21.27234,21.27234,21.27234,0.03191,-0.39779,-0.57648
2020-08-04 14:15:00,2020-08-04 07:00:00,2020-08-04 07:15:00,2020-08-04,8,22.18101,21.4735,21.3197,0.0,0.0,0.0,21.97227,21.97227,21.97227,0.20874,-0.49877,-0.65258
2020-08-04 14:30:00,2020-08-04 07:15:00,2020-08-04 07:30:00,2020-08-04,8,20.66549,19.86823,19.70673,0.0,0.0,0.0,20.44267,20.44267,20.44267,0.22283,-0.57444,-0.73594
2020-08-04 14:45:00,2020-08-04 07:30:00,2020-08-04 07:45:00,2020-08-04,8,15.72966,14.91678,14.81458,0.0,0.0,0.0,15.48347,15.48347,15.48347,0.24619,-0.5667,-0.66889
2020-08-04 15:00:00,2020-08-04 07:45:00,2020-08-04 08:00:00,2020-08-04,8,14.20772,13.34189,13.23261,0.0,0.0,0.0,14.01017,14.01017,14.01017,0.19754,-0.66829,-0.77756
2020-08-04 15:15:00,2020-08-04 08:00:00,2020-08-04 08:15:00,2020-08-04,9,15.28487,14.53876,14.29356,0.0,0.0,0.0,15.04269,15.04269,15.04269,0.24219,-0.50393,-0.74913
2020-08-04 15:30:00,2020-08-04 08:15:00,2020-08-04 08:30:00,2020-08-04,9,15.31132,14.52404,14.27971,0.0,0.0,0.0,15.08207,15.08207,15.08207,0.22925,-0.55804,-0.80237
2020-08-04 15:45:00,2020-08-04 08:30:00,2020-08-04 08:45:00,2020-08-04,9,15.30761,14.39566,14.15488,0.0,0.0,0.0,15.04877,15.04877,15.04877,0.25884,-0.65312,-0.8939
2020-08-04 16:00:00,2020-08-04 08:45:00,2020-08-04 09:00:00,2020-08-04,9,15.47192,14.44157,14.22306,0.0,0.0,0.0,15.1745,15.1745,15.1745,0.29742,-0.73293,-0.95144
2020-08-04 16:15:00,2020-08-04 09:00:00,2020-08-04 09:15:00,2020-08-04,10,15.56391,14.6378,14.36927,0.0,0.0,0.0,15.25724,15.25724,15.25724,0.30667,-0.61944,-0.88797
2020-08-04 16:30:00,2020-08-04 09:15:00,2020-08-04 09:30:00,2020-08-04,10,16.55614,15.61361,15.29997,0.0,0.0,0.0,16.25063,16.25063,16.25063,0.30551,-0.63702,-0.95066
2020-08-04 16:45:00,2020-08-04 09:30:00,2020-08-04 09:45:00,2020-08-04,10,18.0094,16.8783,16.56067,0.0,0.0,0.0,17.64589,17.64589,17.64589,0.36351,-0.7676,-1.08522
2020-08-04 17:00:00,2020-08-04 09:45:00,2020-08-04 10:00:00,2020-08-04,10,17.41345,16.28686,15.96546,0.0,0.0,0.0,17.09547,17.09547,17.09547,0.31798,-0.80862,-1.13001
2020-08-04 17:15:00,2020-08-04 10:00:00,2020-08-04 10:15:00,2020-08-04,11,15.46091,14.32999,14.08506,0.0,0.0,0.0,15.11922,15.11922,15.11922,0.34169,-0.78922,-1.03415
2020-08-04 17:30:00,2020-08-04 10:15:00,2020-08-04 10:30:00,2020-08-04,11,16.83782,15.69395,15.39519,0.0,0.0,0.0,16.50604,16.50604,16.50604,0.33177,-0.8121,-1.11086
2020-08-04 17:45:00,2020-08-04 10:30:00,2020-08-04 10:45:00,2020-08-04,11,18.11593,16.91211,16.57831,0.0,0.0,0.0,17.7555,17.7555,17.7555,0.36044,-0.84339,-1.17719
2020-08-04 18:00:00,2020-08-04 10:45:00,2020-08-04 11:00:00,2020-08-04,11,18.04633,16.78337,16.46807,0.0,0.0,0.0,17.71332,17.71332,17.71332,0.33301,-0.92995,-1.24525
2020-08-04 18:15:00,2020-08-04 11:00:00,2020-08-04 11:15:00,2020-08-04,12,18.35182,17.02073,16.70679,0.0,0.0,0.0,17.93922,17.93922,17.93922,0.4126,-0.91849,-1.23242
2020-08-04 18:30:00,2020-08-04 11:15:00,2020-08-04 11:30:00,2020-08-04,12,19.62506,18.23081,17.88368,0.0,0.0,0.0,19.17821,19.17821,19.17821,0.44685,-0.9474,-1.29453
2020-08-04 18:45:00,2020-08-04 11:30:00,2020-08-04 11:45:00,2020-08-04,12,21.2542,19.76351,19.39344,0.0,0.0,0.0,20.79057,20.79057,20.79057,0.46363,-1.02705,-1.39713
2020-08-04 19:00:00,2020-08-04 11:45:00,2020-08-04 12:00:00,2020-08-04,12,21.24858,19.63277,19.28385,0.0,0.0,0.0,20.76882,20.76882,20.76882,0.47976,-1.13605,-1.48497
2020-08-04 19:15:00,2020-08-04 12:00:00,2020-08-04 12:15:00,2020-08-04,13,18.74385,17.50789,17.24449,0.0,0.0,0.0,18.41966,18.41966,18.41966,0.32419,-0.91177,-1.17517
2020-08-04 19:30:00,2020-08-04 12:15:00,2020-08-04 12:30:00,2020-08-04,13,20.87908,19.56579,19.25545,0.0,0.0,0.0,20.5523,20.5523,20.5523,0.32678,-0.98651,-1.29685
2020-08-04 19:45:00,2020-08-04 12:30:00,2020-08-04 12:45:00,2020-08-04,13,22.00422,20.42002,20.17431,0.0,0.0,0.0,21.55375,21.55375,21.55375,0.45047,-1.13373,-1.37944
2020-08-04 20:00:00,2020-08-04 12:45:00,2020-08-04 13:00:00,2020-08-04,13,22.48685,20.8152,20.58174,0.0,0.0,0.0,22.02434,22.02434,22.02434,0.46251,-1.20914,-1.44259
2020-08-04 20:15:00,2020-08-04 13:00:00,2020-08-04 13:15:00,2020-08-04,14,21.01304,19.90248,19.59828,0.0,0.0,0.0,20.83593,20.83593,20.83593,0.17711,-0.93345,-1.23765
2020-08-04 20:30:00,2020-08-04 13:15:00,2020-08-04 13:30:00,2020-08-04,14,21.98739,20.76938,20.47087,0.0,0.0,0.0,21.78911,21.78911,21.78911,0.19828,-1.01973,-1.31824
2020-08-04 20:45:00,2020-08-04 13:30:00,2020-08-04 13:45:00,2020-08-04,14,23.02589,21.80376,21.44445,0.0,0.0,0.0,22.88628,22.88628,22.88628,0.13961,-1.08252,-1.44184
2020-08-04 21:00:00,2020-08-04 13:45:00,2020-08-04 14:00:00,2020-08-04,14,24.46466,23.08541,22.73817,0.0,0.0,0.0,24.28254,24.28254,24.28254,0.18212,-1.19713,-1.54437
2020-08-04 21:15:00,2020-08-04 14:00:00,2020-08-04 14:15:00,2020-08-04,15,22.32895,21.45809,21.02154,0.0,0.0,0.0,22.38716,22.38716,22.38716,-0.05821,-0.92907,-1.36562
2020-08-04 21:30:00,2020-08-04 14:15:00,2020-08-04 14:30:00,2020-08-04,15,22.85375,22.07718,21.57861,0.0,0.0,0.0,22.97552,22.97552,22.97552,-0.12177,-0.89834,-1.39691
2020-08-04 21:45:00,2020-08-04 14:30:00,2020-08-04 14:45:00,2020-08-04,15,24.69907,23.79403,23.27332,0.0,0.0,0.0,24.79578,24.79578,24.79578,-0.0967,-1.00175,-1.52246
2020-08-04 22:00:00,2020-08-04 14:45:00,2020-08-04 15:00:00,2020-08-04,15,24.4429,23.52636,23.00191,0.0,0.0,0.0,24.50662,24.50662,24.50662,-0.06372,-0.98026,-1.50471
2020-08-04 22:15:00,2020-08-04 15:00:00,2020-08-04 15:15:00,2020-08-04,16,22.47879,21.66392,21.22496,0.0,0.0,0.0,22.5103,22.5103,22.5103,-0.03151,-0.84639,-1.28534
2020-08-04 22:30:00,2020-08-04 15:15:00,2020-08-04 15:30:00,2020-08-04,16,23.21358,22.35889,21.99425,0.0,0.0,0.0,23.22519,23.22519,23.22519,-0.01161,-0.8663,-1.23094
2020-08-04 22:45:00,2020-08-04 15:30:00,2020-08-04 15:45:00,2020-08-04,16,28.16295,28.16295,28.16295,0.0,0.0,0.0,28.16295,28.16295,28.16295,0.0,0.0,0.0
2020-08-04 23:00:00,2020-08-04 15:45:00,2020-08-04 16:00:00,2020-08-04,16,36.3519,35.17304,34.54722,0.0,0.0,0.0,36.38465,36.38465,36.38465,-0.03275,-1.21161,-1.83742
2020-08-04 23:15:00,2020-08-04 16:00:00,2020-08-04 16:15:00,2020-08-04,17,22.03853,21.46291,21.13495,0.0,0.0,0.0,22.31072,22.31072,22.31072,-0.27219,-0.84781,-1.17578
2020-08-04 23:30:00,2020-08-04 16:15:00,2020-08-04 16:30:00,2020-08-04,17,21.97339,21.25204,20.99236,0.0,0.0,0.0,22.19534,22.19534,22.19534,-0.22195,-0.9433,-1.20299
2020-08-04 23:45:00,2020-08-04 16:30:00,2020-08-04 16:45:00,2020-08-04,17,25.46806,24.32027,24.13918,0.0,0.0,0.0,25.50632,25.50632,25.50632,-0.03826,-1.18604,-1.36714
2020-08-05 00:00:00,2020-08-04 16:45:00,2020-08-04 17:00:00,2020-08-04,17,27.04009,25.6492,25.56547,0.0,0.0,0.0,27.00768,27.00768,27.00768,0.03241,-1.35849,-1.44221
2020-08-05 00:15:00,2020-08-04 17:00:00,2020-08-04 17:15:00,2020-08-04,18,22.87702,21.65804,21.53911,0.0,0.0,0.0,22.87016,22.87016,22.87016,0.00686,-1.21212,-1.33104
2020-08-05 00:30:00,2020-08-04 17:15:00,2020-08-04 17:30:00,2020-08-04,18,22.40432,22.40432,22.40432,0.0,0.0,0.0,22.40432,22.40432,22.40432,0.0,0.0,0.0
2020-08-05 00:45:00,2020-08-04 17:30:00,2020-08-04 17:45:00,2020-08-04,18,23.7,23.7,23.7,0.0,0.0,0.0,23.7,23.7,23.7,0.0,0.0,0.0
2020-08-05 01:00:00,2020-08-04 17:45:00,2020-08-04 18:00:00,2020-08-04,18,33.93056,32.51849,32.33431,0.0,0.0,0.0,34.10792,34.10792,34.10792,-0.17736,-1.58943,-1.77361
2020-08-05 01:15:00,2020-08-04 18:00:00,2020-08-04 18:15:00,2020-08-04,19,22.77755,22.81239,22.27112,0.0,0.0,0.0,23.23054,23.23054,23.23054,-0.453,-0.41815,-0.95942
2020-08-05 01:30:00,2020-08-04 18:15:00,2020-08-04 18:30:00,2020-08-04,19,25.47724,25.41493,25.00991,0.0,0.0,0.0,25.96274,25.96274,25.96274,-0.4855,-0.54781,-0.95283
2020-08-05 01:45:00,2020-08-04 18:30:00,2020-08-04 18:45:00,2020-08-04,19,33.75058,33.73338,33.28603,0.0,0.0,0.0,34.41128,34.41128,34.41128,-0.6607,-0.6779,-1.12525
2020-08-05 02:00:00,2020-08-04 18:45:00,2020-08-04 19:00:00,2020-08-04,19,46.78817,46.85001,46.25059,0.0,0.0,0.0,47.57312,47.57312,47.57312,-0.78496,-0.72311,-1.32253
2020-08-05 02:15:00,2020-08-04 19:00:00,2020-08-04 19:15:00,2020-08-04,20,33.6775,33.71524,33.60202,0.0,0.0,0.0,34.30878,34.30878,34.30878,-0.63128,-0.59354,-0.70676
2020-08-05 02:30:00,2020-08-04 19:15:00,2020-08-04 19:30:00,2020-08-04,20,42.32826,42.4316,42.3584,0.0,0.0,0.0,43.06028,43.06028,43.06028,-0.73202,-0.62868,-0.70188
2020-08-05 02:45:00,2020-08-04 19:30:00,2020-08-04 19:45:00,2020-08-04,20,39.23088,39.18309,39.203,0.0,0.0,0.0,39.82022,39.82022,39.82022,-0.58934,-0.63712,-0.61721
2020-08-05 03:00:00,2020-08-04 19:45:00,2020-08-04 20:00:00,2020-08-04,20,32.2139,32.36158,32.25,0.0,0.0,0.0,32.81775,32.81775,32.81775,-0.60385,-0.45617,-0.56775
2020-08-05 03:15:00,2020-08-04 20:00:00,2020-08-04 20:15:00,2020-08-04,21,35.78555,36.53077,36.28848,0.0,0.0,0.0,36.71066,36.71066,36.71066,-0.92511,-0.17988,-0.42217
2020-08-05 03:30:00,2020-08-04 20:15:00,2020-08-04 20:30:00,2020-08-04,21,28.88348,29.46452,29.25997,0.0,0.0,0.0,29.64536,29.64536,29.64536,-0.76189,-0.18084,-0.38539
2020-08-05 03:45:00,2020-08-04 20:30:00,2020-08-04 20:45:00,2020-08-04,21,27.39573,27.78589,27.61186,0.0,0.0,0.0,28.06939,28.06939,28.06939,-0.67367,-0.2835,-0.45753
2020-08-05 04:00:00,2020-08-04 20:45:00,2020-08-04 21:00:00,2020-08-04,21,22.84227,23.24129,22.95427,0.0,0.0,0.0,23.33463,23.33463,23.33463,-0.49236,-0.09334,-0.38035
2020-08-05 04:15:00,2020-08-04 21:00:00,2020-08-04 21:15:00,2020-08-04,22,31.0001,31.48295,31.14842,0.0,0.0,0.0,31.55869,31.55869,31.55869,-0.55859,-0.07574,-0.41026
2020-08-05 04:30:00,2020-08-04 21:15:00,2020-08-04 21:30:00,2020-08-04,22,27.90189,28.3709,28.03833,0.0,0.0,0.0,28.42491,28.42491,28.42491,-0.52302,-0.05401,-0.38658
2020-08-05 04:45:00,2020-08-04 21:30:00,2020-08-04 21:45:00,2020-08-04,22,25.74638,26.05311,25.79357,0.0,0.0,0.0,26.21564,26.21564,26.21564,-0.46926,-0.16254,-0.42207
2020-08-05 05:00:00,2020-08-04 21:45:00,2020-08-04 22:00:00,2020-08-04,22,22.00482,22.29765,22.00929,0.0,0.0,0.0,22.35353,22.35353,22.35353,-0.34872,-0.05588,-0.34424
2020-08-05 05:15:00,2020-08-04 22:00:00,2020-08-04 22:15:00,2020-08-04,23,26.76801,26.89266,26.6298,0.0,0.0,0.0,27.09861,27.09861,27.09861,-0.3306,-0.20595,-0.46881
2020-08-05 05:30:00,2020-08-04 22:15:00,2020-08-04 22:30:00,2020-08-04,23,23.00611,23.22768,22.97112,0.0,0.0,0.0,23.3233,23.3233,23.3233,-0.3172,-0.09563,-0.35218
2020-08-05 05:45:00,2020-08-04 22:30:00,2020-08-04 22:45:00,2020-08-04,23,21.68651,21.85123,21.63379,0.0,0.0,0.0,21.96324,21.96324,21.96324,-0.27674,-0.11201,-0.32945
2020-08-05 06:00:00,2020-08-04 22:45:00,2020-08-04 23:00:00,2020-08-04,23,18.95263,19.18151,18.91801,0.0,0.0,0.0,19.23344,19.23344,19.23344,-0.28081,-0.05193,-0.31543
2020-08-05 06:15:00,2020-08-04 23:00:00,2020-08-04 23:15:00,2020-08-04,24,23.28456,22.92401,22.89609,0.0,0.0,0.0,23.2613,23.2613,23.2613,0.02326,-0.33729,-0.3652
2020-08-05 06:30:00,2020-08-04 23:15:00,2020-08-04 23:30:00,2020-08-04,24,22.35373,21.96578,21.94795,0.0,0.0,0.0,22.29576,22.29576,22.29576,0.05797,-0.32998,-0.34781
2020-08-05 06:45:00,2020-08-04 23:30:00,2020-08-04 23:45:00,2020-08-04,24,20.61739,20.28227,20.25554,0.0,0.0,0.0,20.55983,20.55983,20.55983,0.05757,-0.27756,-0.30429
2020-08-05 07:00:00,2020-08-04 23:45:00,2020-08-05 00:00:00,2020-08-04,24,17.22543,16.95599,16.91652,0.0,0.0,0.0,17.16193,17.16193,17.16193,0.0635,-0.20594,-0.24542
2020-08-05 07:15:00,2020-08-05 00:00:00,2020-08-05 00:15:00,2020-08-05,1,27.12944,27.26006,26.96615,0.0,0.0,0.0,27.2138,27.2138,27.2138,-0.08436,0.04626,-0.24765
2020-08-05 07:30:00,2020-08-05 00:15:00,2020-08-05 00:30:00,2020-08-05,1,24.16435,24.16435,24.16435,0.0,0.0,0.0,24.16435,24.16435,24.16435,0.0,0.0,0.0
2020-08-05 07:45:00,2020-08-05 00:30:00,2020-08-05 00:45:00,2020-08-05,1,23.40495,23.45188,23.23838,0.0,0.0,0.0,23.46126,23.46126,23.46126,-0.05631,-0.00938,-0.22288
2020-08-05 08:00:00,2020-08-05 00:45:00,2020-08-05 01:00:00,2020-08-05,1,19.71501,19.66576,19.47466,0.0,0.0,0.0,19.70122,19.70122,19.70122,0.01379,-0.03546,-0.22656
2020-08-05 08:15:00,2020-08-05 01:00:00,2020-08-05 01:15:00,2020-08-05,2,24.39324,24.02034,23.87748,0.0,0.0,0.0,24.21405,24.21405,24.21405,0.17918,-0.19371,-0.33658
2020-08-05 08:30:00,2020-08-05 01:15:00,2020-08-05 01:30:00,2020-08-05,2,24.2017,23.91525,23.75156,0.0,0.0,0.0,24.07172,24.07172,24.07172,0.12999,-0.15647,-0.32015
2020-08-05 08:45:00,2020-08-05 01:30:00,2020-08-05 01:45:00,2020-08-05,2,23.46861,22.9509,22.84875,0.0,0.0,0.0,23.21556,23.21556,23.21556,0.25305,-0.26466,-0.36681
2020-08-05 09:00:00,2020-08-05 01:45:00,2020-08-05 02:00:00,2020-08-05,2,20.11195,19.64858,19.55113,0.0,0.0,0.0,19.88722,19.88722,19.88722,0.22473,-0.23865,-0.33609
2020-08-05 09:15:00,2020-08-05 02:00:00,2020-08-05 02:15:00,2020-08-05,3,24.42395,23.70581,23.6793,0.0,0.0,0.0,24.09862,24.09862,24.09862,0.32533,-0.39281,-0.41932
2020-08-05 09:30:00,2020-08-05 02:15:00,2020-08-05 02:30:00,2020-08-05,3,24.28981,23.913,23.77532,0.0,0.0,0.0,24.15454,24.15454,24.15454,0.13527,-0.24155,-0.37923
2020-08-05 09:45:00,2020-08-05 02:30:00,2020-08-05 02:45:00,2020-08-05,3,23.81858,23.35025,23.24145,0.0,0.0,0.0,23.65301,23.65301,23.65301,0.16557,-0.30276,-0.41156
2020-08-05 10:00:00,2020-08-05 02:45:00,2020-08-05 03:00:00,2020-08-05,3,21.38195,20.90948,20.81202,0.0,0.0,0.0,21.18703,21.18703,21.18703,0.19492,-0.27755,-0.37501
2020-08-05 10:15:00,2020-08-05 03:00:00,2020-08-05 03:15:00,2020-08-05,4,22.5153,22.06477,21.91534,0.0,0.0,0.0,22.30342,22.30342,22.30342,0.21188,-0.23865,-0.38808
2020-08-05 10:30:00,2020-08-05 03:15:00,2020-08-05 03:30:00,2020-08-05,4,22.48366,22.07126,21.91075,0.0,0.0,0.0,22.29195,22.29195,22.29195,0.19171,-0.22069,-0.38119
2020-08-05 10:45:00,2020-08-05 03:30:00,2020-08-05 03:45:00,2020-08-05,4,22.55217,22.08763,21.938,0.0,0.0,0.0,22.3333,22.3333,22.3333,0.21887,-0.24567,-0.3953
2020-08-05 11:00:00,2020-08-05 03:45:00,2020-08-05 04:00:00,2020-08-05,4,20.06768,19.67654,19.50578,0.0,0.0,0.0,19.85523,19.85523,19.85523,0.21245,-0.1787,-0.34945
2020-08-05 11:15:00,2020-08-05 04:00:00,2020-08-05 04:15:00,2020-08-05,5,21.18481,20.8154,20.63698,0.0,0.0,0.0,20.98961,20.98961,20.98961,0.1952,-0.17421,-0.35263
2020-08-05 11:30:00,2020-08-05 04:15:00,2020-08-05 04:30:00,2020-08-05,5,21.49955,21.14136,20.95374,0.0,0.0,0.0,21.32045,21.32045,21.32045,0.17909,-0.17909,-0.36671
2020-08-05 11:45:00,2020-08-05 04:30:00,2020-08-05 04:45:00,2020-08-05,5,21.81933,21.44276,21.2588,0.0,0.0,0.0,21.64187,21.64187,21.64187,0.17746,-0.19911,-0.38306
2020-08-05 12:00:00,2020-08-05 04:45:00,2020-08-05 05:00:00,2020-08-05,5,20.50073,20.08686,19.93268,0.0,0.0,0.0,20.28771,20.28771,20.28771,0.21302,-0.20085,-0.35503
2020-08-05 12:15:00,2020-08-05 05:00:00,2020-08-05 05:15:00,2020-08-05,6,20.89366,20.51159,20.39738,0.0,0.0,0.0,20.76492,20.76492,20.76492,0.12874,-0.25333,-0.36754
2020-08-05 12:30:00,2020-08-05 05:15:00,2020-08-05 05:30:00,2020-08-05,6,21.83171,21.45182,21.32591,0.0,0.0,0.0,21.70797,21.70797,21.70797,0.12374,-0.25615,-0.38206
2020-08-05 12:45:00,2020-08-05 05:30:00,2020-08-05 05:45:00,2020-08-05,6,23.61329,23.13,23.03146,0.0,0.0,0.0,23.4608,23.4608,23.4608,0.1525,-0.3308,-0.42933
2020-08-05 13:00:00,2020-08-05 05:45:00,2020-08-05 06:00:00,2020-08-05,6,24.24196,23.74084,23.64447,0.0,0.0,0.0,24.09259,24.09259,24.09259,0.14937,-0.35175,-0.44812
2020-08-05 13:15:00,2020-08-05 06:00:00,2020-08-05 06:15:00,2020-08-05,7,26.63352,26.58558,26.32191,0.0,0.0,0.0,26.63352,26.63352,26.63352,0.0,-0.04794,-0.31161
2020-08-05 13:30:00,2020-08-05 06:15:00,2020-08-05 06:30:00,2020-08-05,7,25.92134,25.80214,25.57928,0.0,0.0,0.0,25.91357,25.91357,25.91357,0.00777,-0.11143,-0.33429
2020-08-05 13:45:00,2020-08-05 06:30:00,2020-08-05 06:45:00,2020-08-05,7,24.38414,24.18189,23.97477,0.0,0.0,0.0,24.36708,24.36708,24.36708,0.01706,-0.18519,-0.39231
2020-08-05 14:00:00,2020-08-05 06:45:00,2020-08-05 07:00:00,2020-08-05,7,20.99298,20.62016,20.47983,0.0,0.0,0.0,20.9448,20.9448,20.9448,0.04817,-0.32464,-0.46497
2020-08-05 14:15:00,2020-08-05 07:00:00,2020-08-05 07:15:00,2020-08-05,8,22.78479,22.16551,22.01463,0.0,0.0,0.0,22.51906,22.51906,22.51906,0.26572,-0.35355,-0.50443
