ISONE Hourly Real-Time Locational Marginal Prices ($/megawatt) for Hubs
Hourly real-time locational marginal prices for ISO-NE
Source: EIA collected from ISONE
UTC Timestamp (Interval Ending),Local Timestamp Eastern Time (Interval Beginning),Local Timestamp Eastern Time (Interval Ending),Local Date,Hour Number,Internal Hub LMP,Internal Hub (Congestion),Internal Hub (Energy),Internal Hub (Loss)
2022-06-15 04:00:00,2022-06-14 23:00:00,2022-06-15 00:00:00,2022-06-14,24,65.26,0.0,65.2,0.06
2022-06-15 05:00:00,2022-06-15 00:00:00,2022-06-15 01:00:00,2022-06-15,1,60.75,0.0,60.7,0.05
2022-06-15 06:00:00,2022-06-15 01:00:00,2022-06-15 02:00:00,2022-06-15,2,60.21,0.0,60.17,0.04
2022-06-15 07:00:00,2022-06-15 02:00:00,2022-06-15 03:00:00,2022-06-15,3,58.15,0.0,58.09,0.06
2022-06-15 08:00:00,2022-06-15 03:00:00,2022-06-15 04:00:00,2022-06-15,4,56.29,0.0,56.25,0.04
2022-06-15 09:00:00,2022-06-15 04:00:00,2022-06-15 05:00:00,2022-06-15,5,56.24,0.0,56.22,0.02
2022-06-15 10:00:00,2022-06-15 05:00:00,2022-06-15 06:00:00,2022-06-15,6,55.97,0.0,55.95,0.02
2022-06-15 11:00:00,2022-06-15 06:00:00,2022-06-15 07:00:00,2022-06-15,7,55.83,0.0,55.86,-0.03
2022-06-15 12:00:00,2022-06-15 07:00:00,2022-06-15 08:00:00,2022-06-15,8,60.54,0.0,60.63,-0.09
2022-06-15 13:00:00,2022-06-15 08:00:00,2022-06-15 09:00:00,2022-06-15,9,57.84,0.0,58.0,-0.16
2022-06-15 14:00:00,2022-06-15 09:00:00,2022-06-15 10:00:00,2022-06-15,10,58.31,0.0,58.51,-0.2
2022-06-15 15:00:00,2022-06-15 10:00:00,2022-06-15 11:00:00,2022-06-15,11,57.42,0.77,56.82,-0.17
2022-06-15 16:00:00,2022-06-15 11:00:00,2022-06-15 12:00:00,2022-06-15,12,55.69,0.86,55.01,-0.18
2022-06-15 17:00:00,2022-06-15 12:00:00,2022-06-15 13:00:00,2022-06-15,13,55.68,0.26,55.58,-0.16
2022-06-15 18:00:00,2022-06-15 13:00:00,2022-06-15 14:00:00,2022-06-15,14,57.02,0.08,57.14,-0.2
2022-06-15 19:00:00,2022-06-15 14:00:00,2022-06-15 15:00:00,2022-06-15,15,59.39,0.7,58.97,-0.28
2022-06-15 20:00:00,2022-06-15 15:00:00,2022-06-15 16:00:00,2022-06-15,16,59.66,0.32,59.61,-0.27
2022-06-15 21:00:00,2022-06-15 16:00:00,2022-06-15 17:00:00,2022-06-15,17,77.35,-0.02,77.66,-0.29
2022-06-15 22:00:00,2022-06-15 17:00:00,2022-06-15 18:00:00,2022-06-15,18,87.82,0.0,88.1,-0.28
2022-06-15 23:00:00,2022-06-15 18:00:00,2022-06-15 19:00:00,2022-06-15,19,85.93,0.0,86.04,-0.11
2022-06-16 00:00:00,2022-06-15 19:00:00,2022-06-15 20:00:00,2022-06-15,20,82.68,0.0,82.74,-0.06
2022-06-16 01:00:00,2022-06-15 20:00:00,2022-06-15 21:00:00,2022-06-15,21,76.69,0.0,76.76,-0.07
2022-06-16 02:00:00,2022-06-15 21:00:00,2022-06-15 22:00:00,2022-06-15,22,62.72,0.0,62.73,-0.01
2022-06-16 03:00:00,2022-06-15 22:00:00,2022-06-15 23:00:00,2022-06-15,23,56.62,0.0,56.56,0.06
2022-06-16 04:00:00,2022-06-15 23:00:00,2022-06-16 00:00:00,2022-06-15,24,55.47,0.0,55.38,0.09
2022-06-16 05:00:00,2022-06-16 00:00:00,2022-06-16 01:00:00,2022-06-16,1,56.83,0.0,56.76,0.07
2022-06-16 06:00:00,2022-06-16 01:00:00,2022-06-16 02:00:00,2022-06-16,2,59.48,0.0,59.39,0.09
2022-06-16 07:00:00,2022-06-16 02:00:00,2022-06-16 03:00:00,2022-06-16,3,54.53,0.02,54.43,0.08
2022-06-16 08:00:00,2022-06-16 03:00:00,2022-06-16 04:00:00,2022-06-16,4,53.3,0.05,53.15,0.1
2022-06-16 09:00:00,2022-06-16 04:00:00,2022-06-16 05:00:00,2022-06-16,5,51.34,0.0,51.25,0.09
2022-06-16 10:00:00,2022-06-16 05:00:00,2022-06-16 06:00:00,2022-06-16,6,51.98,0.02,51.88,0.08
2022-06-16 11:00:00,2022-06-16 06:00:00,2022-06-16 07:00:00,2022-06-16,7,52.51,0.0,52.42,0.09
2022-06-16 12:00:00,2022-06-16 07:00:00,2022-06-16 08:00:00,2022-06-16,8,58.94,0.0,58.84,0.1
2022-06-16 13:00:00,2022-06-16 08:00:00,2022-06-16 09:00:00,2022-06-16,9,61.5,0.0,61.53,-0.03
2022-06-16 14:00:00,2022-06-16 09:00:00,2022-06-16 10:00:00,2022-06-16,10,64.4,0.0,64.49,-0.09
2022-06-16 15:00:00,2022-06-16 10:00:00,2022-06-16 11:00:00,2022-06-16,11,79.58,0.0,79.63,-0.05
2022-06-16 16:00:00,2022-06-16 11:00:00,2022-06-16 12:00:00,2022-06-16,12,60.69,0.0,60.72,-0.03
2022-06-16 17:00:00,2022-06-16 12:00:00,2022-06-16 13:00:00,2022-06-16,13,56.79,0.0,56.79,0.0
2022-06-16 18:00:00,2022-06-16 13:00:00,2022-06-16 14:00:00,2022-06-16,14,57.59,0.06,57.59,-0.06
2022-06-16 19:00:00,2022-06-16 14:00:00,2022-06-16 15:00:00,2022-06-16,15,57.38,0.1,57.34,-0.06
2022-06-16 20:00:00,2022-06-16 15:00:00,2022-06-16 16:00:00,2022-06-16,16,55.28,0.17,55.17,-0.06
2022-06-16 21:00:00,2022-06-16 16:00:00,2022-06-16 17:00:00,2022-06-16,17,56.21,0.17,56.11,-0.07
2022-06-16 22:00:00,2022-06-16 17:00:00,2022-06-16 18:00:00,2022-06-16,18,56.84,0.18,56.67,-0.01
2022-06-16 23:00:00,2022-06-16 18:00:00,2022-06-16 19:00:00,2022-06-16,19,56.83,0.16,56.62,0.05
2022-06-17 00:00:00,2022-06-16 19:00:00,2022-06-16 20:00:00,2022-06-16,20,57.17,0.16,56.92,0.09
2022-06-17 01:00:00,2022-06-16 20:00:00,2022-06-16 21:00:00,2022-06-16,21,57.41,0.16,57.17,0.08
2022-06-17 02:00:00,2022-06-16 21:00:00,2022-06-16 22:00:00,2022-06-16,22,57.33,0.35,56.92,0.06
2022-06-17 03:00:00,2022-06-16 22:00:00,2022-06-16 23:00:00,2022-06-16,23,56.93,0.25,56.61,0.07
2022-06-17 04:00:00,2022-06-16 23:00:00,2022-06-17 00:00:00,2022-06-16,24,54.33,0.55,53.66,0.12
2022-06-17 05:00:00,2022-06-17 00:00:00,2022-06-17 01:00:00,2022-06-17,1,55.85,1.06,54.63,0.16
2022-06-17 06:00:00,2022-06-17 01:00:00,2022-06-17 02:00:00,2022-06-17,2,54.24,1.14,52.91,0.19
2022-06-17 07:00:00,2022-06-17 02:00:00,2022-06-17 03:00:00,2022-06-17,3,52.89,1.15,51.53,0.21
2022-06-17 08:00:00,2022-06-17 03:00:00,2022-06-17 04:00:00,2022-06-17,4,53.35,0.79,52.35,0.21
2022-06-17 09:00:00,2022-06-17 04:00:00,2022-06-17 05:00:00,2022-06-17,5,53.86,0.14,53.52,0.2
2022-06-17 10:00:00,2022-06-17 05:00:00,2022-06-17 06:00:00,2022-06-17,6,55.81,0.09,55.57,0.15
2022-06-17 11:00:00,2022-06-17 06:00:00,2022-06-17 07:00:00,2022-06-17,7,54.06,0.01,54.0,0.05
2022-06-17 12:00:00,2022-06-17 07:00:00,2022-06-17 08:00:00,2022-06-17,8,59.84,0.01,59.85,-0.02
2022-06-17 13:00:00,2022-06-17 08:00:00,2022-06-17 09:00:00,2022-06-17,9,94.71,0.0,94.85,-0.14
2022-06-17 14:00:00,2022-06-17 09:00:00,2022-06-17 10:00:00,2022-06-17,10,61.32,0.0,61.45,-0.13
2022-06-17 15:00:00,2022-06-17 10:00:00,2022-06-17 11:00:00,2022-06-17,11,60.81,0.0,60.97,-0.16
2022-06-17 16:00:00,2022-06-17 11:00:00,2022-06-17 12:00:00,2022-06-17,12,61.48,0.0,61.72,-0.24
2022-06-17 17:00:00,2022-06-17 12:00:00,2022-06-17 13:00:00,2022-06-17,13,61.99,0.0,62.16,-0.17
2022-06-17 18:00:00,2022-06-17 13:00:00,2022-06-17 14:00:00,2022-06-17,14,76.27,-0.12,76.43,-0.04
2022-06-17 19:00:00,2022-06-17 14:00:00,2022-06-17 15:00:00,2022-06-17,15,69.63,-0.12,69.84,-0.09
2022-06-17 20:00:00,2022-06-17 15:00:00,2022-06-17 16:00:00,2022-06-17,16,61.93,-0.01,62.14,-0.2
2022-06-17 21:00:00,2022-06-17 16:00:00,2022-06-17 17:00:00,2022-06-17,17,62.11,-0.03,62.36,-0.22
2022-06-17 22:00:00,2022-06-17 17:00:00,2022-06-17 18:00:00,2022-06-17,18,63.82,0.0,63.99,-0.17
2022-06-17 23:00:00,2022-06-17 18:00:00,2022-06-17 19:00:00,2022-06-17,19,66.56,0.0,66.66,-0.1
2022-06-18 00:00:00,2022-06-17 19:00:00,2022-06-17 20:00:00,2022-06-17,20,69.81,0.0,69.87,-0.06
2022-06-18 01:00:00,2022-06-17 20:00:00,2022-06-17 21:00:00,2022-06-17,21,60.37,0.0,60.37,0.0
2022-06-18 02:00:00,2022-06-17 21:00:00,2022-06-17 22:00:00,2022-06-17,22,60.83,0.0,60.83,0.0
2022-06-18 03:00:00,2022-06-17 22:00:00,2022-06-17 23:00:00,2022-06-17,23,59.78,0.0,59.74,0.04
2022-06-18 04:00:00,2022-06-17 23:00:00,2022-06-18 00:00:00,2022-06-17,24,56.92,0.0,56.84,0.08
2022-06-18 05:00:00,2022-06-18 00:00:00,2022-06-18 01:00:00,2022-06-18,1,54.93,0.0,54.82,0.11
2022-06-18 06:00:00,2022-06-18 01:00:00,2022-06-18 02:00:00,2022-06-18,2,56.4,0.04,56.17,0.19
2022-06-18 07:00:00,2022-06-18 02:00:00,2022-06-18 03:00:00,2022-06-18,3,77.8,0.0,77.46,0.34
2022-06-18 08:00:00,2022-06-18 03:00:00,2022-06-18 04:00:00,2022-06-18,4,81.71,0.0,81.39,0.32
2022-06-18 09:00:00,2022-06-18 04:00:00,2022-06-18 05:00:00,2022-06-18,5,66.0,0.0,65.69,0.31
2022-06-18 10:00:00,2022-06-18 05:00:00,2022-06-18 06:00:00,2022-06-18,6,57.28,0.0,57.0,0.28
2022-06-18 11:00:00,2022-06-18 06:00:00,2022-06-18 07:00:00,2022-06-18,7,56.6,0.0,56.36,0.24
2022-06-18 12:00:00,2022-06-18 07:00:00,2022-06-18 08:00:00,2022-06-18,8,54.95,0.0,54.76,0.19
2022-06-18 13:00:00,2022-06-18 08:00:00,2022-06-18 09:00:00,2022-06-18,9,57.58,0.12,57.3,0.16
2022-06-18 14:00:00,2022-06-18 09:00:00,2022-06-18 10:00:00,2022-06-18,10,52.16,0.02,52.08,0.06
2022-06-18 15:00:00,2022-06-18 10:00:00,2022-06-18 11:00:00,2022-06-18,11,49.13,0.04,49.1,-0.01
2022-06-18 16:00:00,2022-06-18 11:00:00,2022-06-18 12:00:00,2022-06-18,12,51.31,0.05,51.31,-0.05
2022-06-18 17:00:00,2022-06-18 12:00:00,2022-06-18 13:00:00,2022-06-18,13,52.78,0.05,52.75,-0.02
2022-06-18 18:00:00,2022-06-18 13:00:00,2022-06-18 14:00:00,2022-06-18,14,52.94,0.05,52.88,0.01
2022-06-18 19:00:00,2022-06-18 14:00:00,2022-06-18 15:00:00,2022-06-18,15,50.58,0.05,50.51,0.02
2022-06-18 20:00:00,2022-06-18 15:00:00,2022-06-18 16:00:00,2022-06-18,16,52.3,0.04,52.18,0.08
2022-06-18 21:00:00,2022-06-18 16:00:00,2022-06-18 17:00:00,2022-06-18,17,58.87,0.0,58.74,0.13
2022-06-18 22:00:00,2022-06-18 17:00:00,2022-06-18 18:00:00,2022-06-18,18,66.3,0.0,66.1,0.2
2022-06-18 23:00:00,2022-06-18 18:00:00,2022-06-18 19:00:00,2022-06-18,19,59.31,0.0,59.11,0.2
2022-06-19 00:00:00,2022-06-18 19:00:00,2022-06-18 20:00:00,2022-06-18,20,54.16,0.0,53.89,0.27
2022-06-19 01:00:00,2022-06-18 20:00:00,2022-06-18 21:00:00,2022-06-18,21,55.04,0.0,54.71,0.33
2022-06-19 02:00:00,2022-06-18 21:00:00,2022-06-18 22:00:00,2022-06-18,22,54.93,0.0,54.57,0.36
2022-06-19 03:00:00,2022-06-18 22:00:00,2022-06-18 23:00:00,2022-06-18,23,73.9,0.0,73.28,0.62
2022-06-19 04:00:00,2022-06-18 23:00:00,2022-06-19 00:00:00,2022-06-18,24,56.02,0.02,55.49,0.51
2022-06-19 05:00:00,2022-06-19 00:00:00,2022-06-19 01:00:00,2022-06-19,1,59.49,0.06,58.88,0.55
2022-06-19 06:00:00,2022-06-19 01:00:00,2022-06-19 02:00:00,2022-06-19,2,54.2,0.17,53.52,0.51
2022-06-19 07:00:00,2022-06-19 02:00:00,2022-06-19 03:00:00,2022-06-19,3,52.89,0.09,52.34,0.46
2022-06-19 08:00:00,2022-06-19 03:00:00,2022-06-19 04:00:00,2022-06-19,4,53.59,0.62,52.51,0.46
2022-06-19 09:00:00,2022-06-19 04:00:00,2022-06-19 05:00:00,2022-06-19,5,53.97,0.12,53.42,0.43
2022-06-19 10:00:00,2022-06-19 05:00:00,2022-06-19 06:00:00,2022-06-19,6,54.61,0.18,54.01,0.42
2022-06-19 11:00:00,2022-06-19 06:00:00,2022-06-19 07:00:00,2022-06-19,7,51.04,0.12,50.54,0.38
2022-06-19 12:00:00,2022-06-19 07:00:00,2022-06-19 08:00:00,2022-06-19,8,50.16,0.11,49.74,0.31
2022-06-19 13:00:00,2022-06-19 08:00:00,2022-06-19 09:00:00,2022-06-19,9,54.09,0.2,53.62,0.27
2022-06-19 14:00:00,2022-06-19 09:00:00,2022-06-19 10:00:00,2022-06-19,10,46.19,0.17,45.92,0.1
2022-06-19 15:00:00,2022-06-19 10:00:00,2022-06-19 11:00:00,2022-06-19,11,26.02,0.11,25.91,0.0
2022-06-19 16:00:00,2022-06-19 11:00:00,2022-06-19 12:00:00,2022-06-19,12,45.93,0.12,45.81,0.0
2022-06-19 17:00:00,2022-06-19 12:00:00,2022-06-19 13:00:00,2022-06-19,13,46.87,0.12,46.76,-0.01
2022-06-19 18:00:00,2022-06-19 13:00:00,2022-06-19 14:00:00,2022-06-19,14,30.31,0.09,30.25,-0.03
2022-06-19 19:00:00,2022-06-19 14:00:00,2022-06-19 15:00:00,2022-06-19,15,30.37,0.11,30.27,-0.01
2022-06-19 20:00:00,2022-06-19 15:00:00,2022-06-19 16:00:00,2022-06-19,16,43.02,0.12,42.87,0.03
2022-06-19 21:00:00,2022-06-19 16:00:00,2022-06-19 17:00:00,2022-06-19,17,46.23,0.14,46.0,0.09
2022-06-19 22:00:00,2022-06-19 17:00:00,2022-06-19 18:00:00,2022-06-19,18,50.02,0.15,49.72,0.15
2022-06-19 23:00:00,2022-06-19 18:00:00,2022-06-19 19:00:00,2022-06-19,19,52.53,0.13,52.2,0.2
2022-06-20 00:00:00,2022-06-19 19:00:00,2022-06-19 20:00:00,2022-06-19,20,52.03,0.13,51.67,0.23
2022-06-20 01:00:00,2022-06-19 20:00:00,2022-06-19 21:00:00,2022-06-19,21,50.33,0.12,49.99,0.22
2022-06-20 02:00:00,2022-06-19 21:00:00,2022-06-19 22:00:00,2022-06-19,22,49.98,0.1,49.67,0.21
2022-06-20 03:00:00,2022-06-19 22:00:00,2022-06-19 23:00:00,2022-06-19,23,50.71,0.09,50.42,0.2
2022-06-20 04:00:00,2022-06-19 23:00:00,2022-06-20 00:00:00,2022-06-19,24,46.4,0.06,46.15,0.19
2022-06-20 05:00:00,2022-06-20 00:00:00,2022-06-20 01:00:00,2022-06-20,1,41.12,0.03,40.94,0.15
2022-06-20 06:00:00,2022-06-20 01:00:00,2022-06-20 02:00:00,2022-06-20,2,43.48,0.0,43.33,0.15
2022-06-20 07:00:00,2022-06-20 02:00:00,2022-06-20 03:00:00,2022-06-20,3,46.36,0.0,46.22,0.14
2022-06-20 08:00:00,2022-06-20 03:00:00,2022-06-20 04:00:00,2022-06-20,4,47.43,0.0,47.29,0.14
2022-06-20 09:00:00,2022-06-20 04:00:00,2022-06-20 05:00:00,2022-06-20,5,46.51,0.0,46.39,0.12
2022-06-20 10:00:00,2022-06-20 05:00:00,2022-06-20 06:00:00,2022-06-20,6,50.5,0.0,50.42,0.08
2022-06-20 11:00:00,2022-06-20 06:00:00,2022-06-20 07:00:00,2022-06-20,7,43.88,0.0,43.88,0.0
2022-06-20 12:00:00,2022-06-20 07:00:00,2022-06-20 08:00:00,2022-06-20,8,49.74,0.0,49.76,-0.02
2022-06-20 13:00:00,2022-06-20 08:00:00,2022-06-20 09:00:00,2022-06-20,9,42.51,0.0,42.59,-0.08
2022-06-20 14:00:00,2022-06-20 09:00:00,2022-06-20 10:00:00,2022-06-20,10,39.57,0.0,39.71,-0.14
2022-06-20 15:00:00,2022-06-20 10:00:00,2022-06-20 11:00:00,2022-06-20,11,43.67,0.0,43.86,-0.19
2022-06-20 16:00:00,2022-06-20 11:00:00,2022-06-20 12:00:00,2022-06-20,12,47.08,0.0,47.27,-0.19
2022-06-20 17:00:00,2022-06-20 12:00:00,2022-06-20 13:00:00,2022-06-20,13,46.07,0.0,46.23,-0.16
2022-06-20 18:00:00,2022-06-20 13:00:00,2022-06-20 14:00:00,2022-06-20,14,48.59,0.0,48.74,-0.15
2022-06-20 19:00:00,2022-06-20 14:00:00,2022-06-20 15:00:00,2022-06-20,15,46.69,0.0,46.84,-0.15
2022-06-20 20:00:00,2022-06-20 15:00:00,2022-06-20 16:00:00,2022-06-20,16,49.85,0.0,49.98,-0.13
2022-06-20 21:00:00,2022-06-20 16:00:00,2022-06-20 17:00:00,2022-06-20,17,52.17,0.0,52.24,-0.07
2022-06-20 22:00:00,2022-06-20 17:00:00,2022-06-20 18:00:00,2022-06-20,18,68.43,0.0,68.46,-0.03
2022-06-20 23:00:00,2022-06-20 18:00:00,2022-06-20 19:00:00,2022-06-20,19,86.77,0.0,86.71,0.06
2022-06-21 00:00:00,2022-06-20 19:00:00,2022-06-20 20:00:00,2022-06-20,20,88.69,0.0,88.6,0.09
2022-06-21 01:00:00,2022-06-20 20:00:00,2022-06-20 21:00:00,2022-06-20,21,79.06,0.0,78.96,0.1
2022-06-21 02:00:00,2022-06-20 21:00:00,2022-06-20 22:00:00,2022-06-20,22,74.23,0.0,74.11,0.12
2022-06-21 03:00:00,2022-06-20 22:00:00,2022-06-20 23:00:00,2022-06-20,23,65.62,0.0,65.41,0.21
2022-06-21 04:00:00,2022-06-20 23:00:00,2022-06-21 00:00:00,2022-06-20,24,70.97,0.0,70.67,0.3
2022-06-21 05:00:00,2022-06-21 00:00:00,2022-06-21 01:00:00,2022-06-21,1,60.49,0.0,60.3,0.19
2022-06-21 06:00:00,2022-06-21 01:00:00,2022-06-21 02:00:00,2022-06-21,2,63.56,0.0,63.41,0.15
2022-06-21 07:00:00,2022-06-21 02:00:00,2022-06-21 03:00:00,2022-06-21,3,55.91,0.0,55.78,0.13
2022-06-21 08:00:00,2022-06-21 03:00:00,2022-06-21 04:00:00,2022-06-21,4,53.36,0.0,53.22,0.14
2022-06-21 09:00:00,2022-06-21 04:00:00,2022-06-21 05:00:00,2022-06-21,5,53.03,0.0,52.91,0.12
2022-06-21 10:00:00,2022-06-21 05:00:00,2022-06-21 06:00:00,2022-06-21,6,164.67,0.0,164.4,0.27
2022-06-21 11:00:00,2022-06-21 06:00:00,2022-06-21 07:00:00,2022-06-21,7,58.38,0.0,58.38,0.0
2022-06-21 12:00:00,2022-06-21 07:00:00,2022-06-21 08:00:00,2022-06-21,8,64.15,0.0,64.27,-0.12
2022-06-21 13:00:00,2022-06-21 08:00:00,2022-06-21 09:00:00,2022-06-21,9,60.01,0.0,60.22,-0.21
2022-06-21 14:00:00,2022-06-21 09:00:00,2022-06-21 10:00:00,2022-06-21,10,60.48,0.0,60.81,-0.33
2022-06-21 15:00:00,2022-06-21 10:00:00,2022-06-21 11:00:00,2022-06-21,11,55.19,0.0,55.45,-0.26
2022-06-21 16:00:00,2022-06-21 11:00:00,2022-06-21 12:00:00,2022-06-21,12,61.36,0.0,61.55,-0.19
2022-06-21 17:00:00,2022-06-21 12:00:00,2022-06-21 13:00:00,2022-06-21,13,64.92,0.0,65.05,-0.13
2022-06-21 18:00:00,2022-06-21 13:00:00,2022-06-21 14:00:00,2022-06-21,14,58.84,0.0,59.01,-0.17
2022-06-21 19:00:00,2022-06-21 14:00:00,2022-06-21 15:00:00,2022-06-21,15,54.32,0.0,54.5,-0.18
2022-06-21 20:00:00,2022-06-21 15:00:00,2022-06-21 16:00:00,2022-06-21,16,57.99,0.0,58.14,-0.15
2022-06-21 21:00:00,2022-06-21 16:00:00,2022-06-21 17:00:00,2022-06-21,17,68.77,0.0,68.93,-0.16
2022-06-21 22:00:00,2022-06-21 17:00:00,2022-06-21 18:00:00,2022-06-21,18,82.86,0.0,82.88,-0.02
2022-06-21 23:00:00,2022-06-21 18:00:00,2022-06-21 19:00:00,2022-06-21,19,87.96,0.0,87.83,0.13
2022-06-22 00:00:00,2022-06-21 19:00:00,2022-06-21 20:00:00,2022-06-21,20,83.21,0.0,82.99,0.22
2022-06-22 01:00:00,2022-06-21 20:00:00,2022-06-21 21:00:00,2022-06-21,21,75.86,0.0,75.64,0.22
2022-06-22 02:00:00,2022-06-21 21:00:00,2022-06-21 22:00:00,2022-06-21,22,62.27,0.0,62.08,0.19
2022-06-22 03:00:00,2022-06-21 22:00:00,2022-06-21 23:00:00,2022-06-21,23,66.38,0.0,66.1,0.28
2022-06-22 04:00:00,2022-06-21 23:00:00,2022-06-22 00:00:00,2022-06-21,24,70.49,0.0,70.14,0.35
2022-06-22 05:00:00,2022-06-22 00:00:00,2022-06-22 01:00:00,2022-06-22,1,59.29,0.0,59.0,0.29
2022-06-22 06:00:00,2022-06-22 01:00:00,2022-06-22 02:00:00,2022-06-22,2,71.07,0.0,70.67,0.4
2022-06-22 07:00:00,2022-06-22 02:00:00,2022-06-22 03:00:00,2022-06-22,3,50.88,0.0,50.59,0.29
2022-06-22 08:00:00,2022-06-22 03:00:00,2022-06-22 04:00:00,2022-06-22,4,52.61,0.0,52.34,0.27
2022-06-22 09:00:00,2022-06-22 04:00:00,2022-06-22 05:00:00,2022-06-22,5,53.9,0.0,53.65,0.25
2022-06-22 10:00:00,2022-06-22 05:00:00,2022-06-22 06:00:00,2022-06-22,6,53.25,0.0,53.03,0.22
2022-06-22 11:00:00,2022-06-22 06:00:00,2022-06-22 07:00:00,2022-06-22,7,53.36,0.0,53.18,0.18
2022-06-22 12:00:00,2022-06-22 07:00:00,2022-06-22 08:00:00,2022-06-22,8,62.74,0.0,62.66,0.08
2022-06-22 13:00:00,2022-06-22 08:00:00,2022-06-22 09:00:00,2022-06-22,9,80.17,0.0,80.07,0.1
2022-06-22 14:00:00,2022-06-22 09:00:00,2022-06-22 10:00:00,2022-06-22,10,72.11,0.0,72.02,0.09
2022-06-22 15:00:00,2022-06-22 10:00:00,2022-06-22 11:00:00,2022-06-22,11,62.75,0.0,62.63,0.12
2022-06-22 16:00:00,2022-06-22 11:00:00,2022-06-22 12:00:00,2022-06-22,12,76.19,0.03,76.03,0.13
2022-06-22 17:00:00,2022-06-22 12:00:00,2022-06-22 13:00:00,2022-06-22,13,80.04,0.01,79.96,0.07
2022-06-22 18:00:00,2022-06-22 13:00:00,2022-06-22 14:00:00,2022-06-22,14,55.2,0.04,55.09,0.07
2022-06-22 19:00:00,2022-06-22 14:00:00,2022-06-22 15:00:00,2022-06-22,15,51.05,0.01,50.99,0.05
2022-06-22 20:00:00,2022-06-22 15:00:00,2022-06-22 16:00:00,2022-06-22,16,48.72,0.01,48.64,0.07
2022-06-22 21:00:00,2022-06-22 16:00:00,2022-06-22 17:00:00,2022-06-22,17,48.07,0.03,47.94,0.1
2022-06-22 22:00:00,2022-06-22 17:00:00,2022-06-22 18:00:00,2022-06-22,18,51.36,0.03,51.26,0.07
2022-06-22 23:00:00,2022-06-22 18:00:00,2022-06-22 19:00:00,2022-06-22,19,51.0,0.01,50.91,0.08
2022-06-23 00:00:00,2022-06-22 19:00:00,2022-06-22 20:00:00,2022-06-22,20,51.3,0.02,51.19,0.09
2022-06-23 01:00:00,2022-06-22 20:00:00,2022-06-22 21:00:00,2022-06-22,21,49.49,0.01,49.38,0.1
2022-06-23 02:00:00,2022-06-22 21:00:00,2022-06-22 22:00:00,2022-06-22,22,48.88,0.01,48.81,0.06
2022-06-23 03:00:00,2022-06-22 22:00:00,2022-06-22 23:00:00,2022-06-22,23,46.94,0.02,46.84,0.08
2022-06-23 04:00:00,2022-06-22 23:00:00,2022-06-23 00:00:00,2022-06-22,24,46.49,0.05,46.35,0.09
2022-06-23 05:00:00,2022-06-23 00:00:00,2022-06-23 01:00:00,2022-06-23,1,44.35,0.04,44.22,0.09
2022-06-23 06:00:00,2022-06-23 01:00:00,2022-06-23 02:00:00,2022-06-23,2,44.51,0.04,44.37,0.1
2022-06-23 07:00:00,2022-06-23 02:00:00,2022-06-23 03:00:00,2022-06-23,3,42.4,0.04,42.28,0.08
2022-06-23 08:00:00,2022-06-23 03:00:00,2022-06-23 04:00:00,2022-06-23,4,42.89,0.0,42.8,0.09
2022-06-23 09:00:00,2022-06-23 04:00:00,2022-06-23 05:00:00,2022-06-23,5,45.95,0.0,45.88,0.07
2022-06-23 10:00:00,2022-06-23 05:00:00,2022-06-23 06:00:00,2022-06-23,6,42.15,0.04,42.06,0.05
2022-06-23 11:00:00,2022-06-23 06:00:00,2022-06-23 07:00:00,2022-06-23,7,43.45,0.01,43.48,-0.04
2022-06-23 12:00:00,2022-06-23 07:00:00,2022-06-23 08:00:00,2022-06-23,8,43.15,0.0,43.23,-0.08
2022-06-23 13:00:00,2022-06-23 08:00:00,2022-06-23 09:00:00,2022-06-23,9,46.45,0.0,46.61,-0.16
2022-06-23 14:00:00,2022-06-23 09:00:00,2022-06-23 10:00:00,2022-06-23,10,49.57,0.0,49.77,-0.2
2022-06-23 15:00:00,2022-06-23 10:00:00,2022-06-23 11:00:00,2022-06-23,11,49.16,0.0,49.33,-0.17
2022-06-23 16:00:00,2022-06-23 11:00:00,2022-06-23 12:00:00,2022-06-23,12,52.26,0.0,52.49,-0.23
2022-06-23 17:00:00,2022-06-23 12:00:00,2022-06-23 13:00:00,2022-06-23,13,61.49,0.0,61.79,-0.3
2022-06-23 18:00:00,2022-06-23 13:00:00,2022-06-23 14:00:00,2022-06-23,14,53.26,0.0,53.42,-0.16
2022-06-23 19:00:00,2022-06-23 14:00:00,2022-06-23 15:00:00,2022-06-23,15,51.83,0.0,51.9,-0.07
2022-06-23 20:00:00,2022-06-23 15:00:00,2022-06-23 16:00:00,2022-06-23,16,50.45,0.0,50.57,-0.12
2022-06-23 21:00:00,2022-06-23 16:00:00,2022-06-23 17:00:00,2022-06-23,17,56.07,0.0,56.21,-0.14
2022-06-23 22:00:00,2022-06-23 17:00:00,2022-06-23 18:00:00,2022-06-23,18,69.11,0.0,69.24,-0.13
2022-06-23 23:00:00,2022-06-23 18:00:00,2022-06-23 19:00:00,2022-06-23,19,79.2,0.0,79.25,-0.05
2022-06-24 00:00:00,2022-06-23 19:00:00,2022-06-23 20:00:00,2022-06-23,20,75.85,0.0,75.86,-0.01
2022-06-24 01:00:00,2022-06-23 20:00:00,2022-06-23 21:00:00,2022-06-23,21,71.64,0.0,71.63,0.01
